comment_counter,comment_text,clear_comment_spell,Sign_sen_str,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,word_count,sd,ave_sentiment
source1_32803341_54,"As much as I found Trump's misogynous tripe repellant, I never gave it much weight in assessing Clinton's loss. What I did not like about Clinton the sense I got from her of 'entitlement', that the office was hers for the taking - and not just from her days as Secretary of State, or as a Senator, or from having been First Lady - it struck me, watching a documentary about the US presidential candidates that Clinton had her eyes set on 'the Office' from the time that she had been profiled in LIFE magazine at her College graduation. That uniquely American sense of 'Manifest Destiny' is not attractive - particularly when someone's asking for your help to achieve it. Now that's just my perception, but I believe that same arrogance was what led her (and her team) not to worry about the signals they'd received that they could lose votes in Wisconsin, Pennsylvania, and Ohio. Those states were lost by the thinnest of margins, and still, as it has been pointed out, Clinton won the popular vote. I felt that the 'feminist icon' trope was also odd, like a relic from a previous generation. I'm a man, working in a traditional male field (engineering) but I've always accepted and supported my female colleagues and managers. I will agree that the bemused tolerance of the masses was too easily interpreted as tacit approval of Trump's antics, until it was too late. I also agree that groups of people whose attitudes and behaviour sequestered them (rightfully) to an underclass in our society, have been emboldened. I doubt that they will remain that way for long. Nothing that Donald Trump can do will elevate these fools, or make their angry lives truly better. In much the same way, there was nothing that a Clinton victory would REALLY have done to make women's lives better - or guarantee them access to jobs that they would not have earned otherwise.",As much I found Trump misogynous tripe repellant I never gave much weight assessing Clinton loss What I like Clinton sense I got entitlement office taking days Secretary State Senator First Lady struck watching documentary US presidential candidates Clinton eyes set Office time profiled LIFE magazine College graduation That uniquely American sense Manifest Destiny attractive particularly someone asking help achieve Now perception I believe arrogance led team worry signals received could lose votes Wisconsin Pennsylvania Ohio Those states lost thinnest margins still pointed Clinton popular vote I felt feminist icon trope also odd like relic previous generation I man working traditional male field engineering I always accepted supported female colleagues managers I agree bemused tolerance masses easily interpreted tacit approval Trump antics late I also agree groups people whose attitudes behaviour sequestered rightfully underclass society emboldened I doubt remain way long Nothing Donald Trump elevate fools make angry lives truly better In much way nothing Clinton victory would REALLY done make women lives better guarantee access jobs would earned otherwise,"c(""anticipation"", ""fear"", ""sadness"", ""surprise"", ""trust"")",0,1,0,1,0,1,1,1,322,0.366422086,0.229201004
source1_32803341_55,"If it's wrong to vote AGAINST someone based on their gender, Then surely it is also wrong to vote FOR someone based on their gender. Yet there were many people advocating openly for people to to do just that. I wonder how many votes Clinton got just because she was a woman.",If wrong vote AGAINST someone based gender Then surely also wrong vote FOR someone based gender Yet many people advocating openly people I wonder many votes Clinton got woman,0,0,0,0,0,0,0,0,0,52,0.37345204,0.005902281
source1_32803341_56,"Ms. Henein: I'm a feminist too. And guess what? I fully get that when you defended Ghomeshi at his trial, you were merely doing your job. I never held it against you. There are many other sensible feminists besides me (both male and female) who also see it that way. But I can't help but feel like this article is simply about you trying to redeem yourself in the eyes of those who accused you of betraying the feminist cause. I respect you as the top notch lawyer that you are, but this column is very unbecoming.",Is Henein I feminist And guess I fully get defended Ghomeshi trial merely job I never held There many sensible feminists besides male female also see way But I help feel like article simply trying redeem eyes accused betraying feminist cause I respect top notch lawyer column unbecoming,"c(""anger"", ""anticipation"", ""fear"", ""trust"")",1,1,0,1,0,0,0,1,97,0.18145817,0.103964036
source1_32803341_58,"The glass ceiling for women has been shattered around the world long time ago with Thatcher, Merkel and many many others. The fact that the right female candidate has not come along in the US, has nothing to do with 'glass ceiling'. Did the writer cry out about glass ceiling when Sarah Palin was not supported? Palin was not supported for the same reason Clinton was not supported - voters did not find either of them suitable for the job. Accept the result of the election and move on.",The glass ceiling women shattered around world long time ago Thatcher Merkel many many others The fact right female candidate come along US nothing glass ceiling Did writer cry glass ceiling Sarah Pain supported Pain supported reason Clinton supported voters find either suitable job Accept result election move,"c(""anticipation"", ""sadness"")",0,1,0,0,0,1,0,0,88,0.34037692,-0.207044178
source1_32803341_59,The writer presumes to speak for all women?,The writer presumes speak women,0,0,0,0,0,0,0,0,0,8,0,0
source1_32803341_6,"Golda Meir, Indira Gandhi, Maggie Thatcher, Angela Merkel, Benazir Bhutto, and more have made it happen. A couple in South America. We even had one, however briefly, here in Canada. Clinton did not win the presidency because she was perceived by the people to be deeply flawed. It had nothing to do with her gender; the Americans would have loved to have a female President! Get over your victimhood.",Golda Meir Indira Gandhi Maggie Thatcher Angela Merkel Benazir Bhutto made happen A couple South America We even one however briefly Canada Clinton win presidency perceived people deeply flawed It nothing gender Americans would loved female President Get victimhood,0,0,0,0,0,0,0,0,0,69,0.225291491,-0.181478523
source1_32803341_69,"Another clueless column from the liberals. Women do not identify with Clinton - she is a wealthy elitist who has nothing in common with ordinary women and as the election shows, ordinary women did not line up to support her. The writer is clueless when she believes this election was about mysogyny and the alleged glass ceiling (and what top position has Clinton been in for years, hello?). In fact, Clinton is a power hungry, egotistical person who did not recognize that she should have quit after losing to Obama. She had her fair shot and she clearly lost, yet she returned like a zombie and soldiered on with her fake smile and fake personality. She has done enormous damage to the Democrats by not allowing fresh faces to take center stage. Not speaking about Bernie as he is a hopeless extremist. The democrats needed someone on the centre that conservatives would have supported. Instead, Clinton went the opposite direction. The fact that the lib media is unable to face the real reasons behind her loss and unable to learn from this shows how doomed they are. Look around what is happening in the world, wake up and smell the coffee. Change is a'coming.",Another clueless column liberals Women identify Clinton wealthy elitist nothing common ordinary women election shows ordinary women line support The writer clueless believes election mysogyny alleged glass ceiling top position Clinton years hello In fact Clinton power hungry egotistical person recognize quit losing Obama She fair shot clearly lost yet returned like zombie soldiered fake smile fake personality She done enormous damage Democrats allowing fresh faces take center stage Not speaking Bernie hopeless extremist The democrats needed someone centre conservatives would supported Instead Clinton went opposite direction The fact lib media unable face real reasons behind loss unable learn shows doomed Look around happening world wake smell coffee Change coming,"c(""anger"", ""fear"", ""sadness"", ""trust"")",1,0,0,1,0,1,0,1,203,0.249060206,-0.135205209
source1_32803341_70,"Oh, puleeze - are we to understand the only qualification for office is the candidate's gender?",Of puleeze understand qualification office candidate gender,0,0,0,0,0,0,0,0,0,15,0,0.051639778
source1_32803341_72,"If Hillary Clinton and the corrupt Democratic Party lost the election, gender was the least of the reasons for such. Her war-hawkish stance that had us on a collision course with Russia is just one example of a far more significant reason that many could not vote for her. It's all well and good to give lip service to gender equality and minority rights and yet be willing to bomb them over seas for the benefit of a neoliberal/neoconservative agenda. corporate agenda.",If Hillary Clinton corrupt Democratic Party lost election gender least reasons Her war hawkish stance us collision course Russia one example far significant reason many could vote It well good give lip service gender equality minority rights yet willing bomb seas benefit neoliberal neoconservative agenda corporate agenda,"c(""anger"", ""joy"", ""sadness"", ""surprise"", ""trust"")",1,0,0,0,1,1,1,1,84,0.328203818,0.075600206
source1_32803341_75,Okay Marie nice rant. But more importantly I hope that President Trump selects you as his special prosecutor to throw Hillary into the bucket. You would be perfect.,Okay Marie nice rant But importantly I hope President Trump selects special prosecutor throw Hillary bucket You would perfect,"c(""joy"", ""trust"")",0,0,0,0,1,0,0,1,28,0.171876353,0.015131522
source1_32803341_78,"Tell your daughters that for the first time in history a women was the campaign manager of a successful Presidential election. But, you know, Donald hates women.",Tell daughters first time history women campaign manager successful Presidential election But know Donald hates women,anticipation,0,1,0,0,0,0,0,0,27,0.332233863,-0.0712614
source1_32803341_79,"While your conclusion that Ms. Clinton lost the election because she is a woman may be valid, I think you're over-distilling a complex set of issues into a simple gender issue. Remember, Mr. Trump chewed his way through 16 other Republican contenders, most of them men, and probably all of them technically more qualified than he. Much of that spectacle occurred long before it was evident that Ms. Clinton would be the Democratic nominee. You assume, incorrectly, that America is a progressive society. While there are progressive segments, what this election demonstrated is the opposite. Sexism, racism and xenophobia are alive and doing very well there, particlarly in the Republican caucus. Further, politics is relentlessly self-serving, at the personal and party level. Also, especially since 2008, economic growth has disproportionately benefitted the wealthy. (That's a big issue on its own, but its relevance here is that the privileged are making the economic and political decisions to their own benefit while the underclass is falling farther behind.) For example, how can America's election campaign funding model be considered fair and democratic? Mr. Trump has ably exploited all these issues. Ms. Clinton, besides being a woman, also became the poster-person for the status quo. In effect her biggest asset - her vast experience - became a liability. Perhaps Bernie Sanders would have been a better adversary, not because he's a guy, but because he also was speaking out about the injustices being suffered by less privileged Americans. Those arguments worked very well for his popularity too, particularly among young women. And, since we're here, Ms. Clinton wasn't so overwhelmingly popular among those younger women. While one can argue with some validity that some women are against a female President, I'd venture that for many of them, other issues are in play. While it is fair to speak out against sexism (and racism and xenophobia) in America and elsewhere, my worry now is that Americans have elected a sorcerer's apprentice. How much damage can this apprentice do? I worry about increasing instability in eastern Europe (in particular). I worry about war over the South China Sea. I worry that the global ecosphere is in deeper trouble now, due to Mr Trump's inappropriate policies on climate change, habitat destruction and unsustainable, profit-driven, wasteful consumption of resources. I wonder what my granddaughter's life will look like in 40 years. Maybe she'll be Prime Minister, but what kind of world will she have to live in?",While conclusion Is Clinton lost election woman may valid I think distilling complex set issues simple gender issue Remember Or Trump chewed way 16 Republican contenders men probably technically qualified Much spectacle occurred long evident Is Clinton would Democratic nominee You assume incorrectly America progressive society While progressive segments election demonstrated opposite Sexism racism xenophobia alive well particlarly Republican caucus Further politics relentlessly self serving personal party level Also especially since 2008 economic growth disproportionately benefitted wealthy That big issue relevance privileged making economic political decisions benefit underclass falling farther behind For example America election campaign funding model considered fair democratic Or Trump ably exploited issues Is Clinton besides woman also became poster person status quo In effect biggest asset vast experience became liability Perhaps Bernie Sanders would better adversary guy also speaking injustices suffered less privileged Americans Those arguments worked well popularity particularly among young women And since Is Clinton overwhelmingly popular among younger women While one argue validity women female President I venture many issues play While fair speak sexism racism xenophobia America elsewhere worry Americans elected sorcerer apprentice How much damage apprentice I worry increasing instability eastern Europe particular I worry war South China Sea I worry global ecosphere deeper trouble due Or Trump inappropriate policies climate change habitat destruction unsustainable profit driven wasteful consumption resources I wonder granddaughter life look like 40 years Maybe Prime Minister kind world live,"c(""anger"", ""fear"", ""sadness"", ""trust"")",1,0,0,1,0,1,0,1,409,0.401874496,-0.084267601
source1_32803341_83,"I completely agree with Henein when she writes, ?????????????????The problem is bigger than Mr. Trump?? While I find Trump to be completely abhorrent, in essence, he has only served to reflect a society that is deeply divided and very frustrated. He has served to illuminate and give a platform to misogynistic, racist & isolationist/nationalist idealism. It is a frightening state of affairs here in America. That said, Hillary Clinton DID win the popular vote. One of the biggest problems in America is the electoral college. Now, twice in recent history, two extremely qualified candidates have lost the election b/c of the electoral college: Hillary Clinton & Al Gore. We need to let the people?????????????????s true voices be heard. We need to amend the constitution and abolish the electoral college. It was established by the founding fathers of America to ensure equal representation for each state, but it is now completely antiquated and detrimental to America. In fact, I can think of a few constitutional amendments that need to be abolished ????????????????¦starting with the 2nd amendment!!! (But, I digress)2) I somewhat agree with Henein when she writes, ?????????????????She lost because she was a woman?? While I agree that it was one of the factors, I certainly did not vote for Hillary b/c she was a woman and I hope no one else did either! I voted for Hillary b/c I have the utmost respect for her 30 years of public service, her balanced thoughtful approach to making decisions and b/c she is the most qualified candidate to have EVER run for the highest office in America! In fact, it frustrated me when Hillary kept referring to ?????????????????the glass ceiling?? While I understand that it is not the case right now, every women should be judged on her merit alone??not the color of her pantsuit. I am confident that within our lifetime we will be addressing a ?????????????????Madam President?? Why? ...Because we are raising woman that BELIEVE they CAN be president. For that, (among so many other reasons), I am thankful to women like Hillary Clinton.",I completely agree Henein writes The problem bigger Or Trump While I find Trump completely abhorrent essence served reflect society deeply divided frustrated He served illuminate give platform misogynistic racist isolationist nationalist idealism It frightening state affairs America That said Hillary Clinton DID win popular vote One biggest problems America electoral college Now twice recent history two extremely qualified candidates lost election a a electoral college Hillary Clinton Al Gore We need let people true voices heard We need amend constitution abolish electoral college It established founding fathers America ensure equal representation state completely antiquated detrimental America In fact I think constitutional amendments need abolished starting and amendment But I digress a I somewhat agree Henein writes She lost woman While I agree one factors I certainly vote Hillary a a woman I hope one else either I voted Hillary a a I utmost respect 30 years public service balanced thoughtful approach making decisions a a qualified candidate EVER run highest office America In fact frustrated Hillary kept referring glass ceiling While I understand case right every women judged merit alone color pantsuit I confident within lifetime addressing Madam President Why Because raising woman BELIEVE CAN president For among many reasons I thankful women like Hillary Clinton,"c(""anticipation"", ""joy"", ""trust"")",0,1,0,0,1,0,0,1,348,0.228123504,0.018234087
source1_32803341_9,"Clinton lost, not because she's a woman but because she was perceived to be an establishment candidate. This can be seen in her attitude towards nuclear weapons and the military and in her membership of Corporate America. The only accountability the elites face is at election time. And look what happened.",Clinton lost woman perceived establishment candidate This seen attitude towards nuclear weapons military membership Corporate America The accountability elites face election time And look happened,0,0,0,0,0,0,0,0,0,51,0.163298656,-0.093194832
source1_32803341_95,"Perhaps I can impart some advice to the young ladies who stayed up expecting to see a female President. Your parents misled you. Democracy can deliver results not anticipated. There is no certain outcome. This is the strength of democracy reiterating the importance of the difference of opinion. You have been delivered an early lesson in life that your parents are not perfect. The more important messages, lost on your parents, comes from baseball, and a certainty of life. 'It ain't over 'til it's over.' And from a band, 'You can't always get what you want'.",Perhaps I impart advice young ladies stayed expecting see female President Your parents misled Democracy deliver results anticipated There certain outcome This strength democracy reiterating importance difference opinion You delivered early lesson life parents perfect The important messages lost parents comes baseball certainty life It til And band You always get want,"c(""anticipation"", ""trust"")",0,1,0,0,0,0,0,1,96,0.259985729,0.049816018
source1_32803341_99,"In my view, the failure of Hillary to win was nothing to do with gender, but all to do with the failure of the Democratic Party to look after the working class of America. Thomas Frank points out that Bill Clinton promised much to this group and then proceeded to sign NAFTA, which disadvantaged them. Similarly Bill and Hillary shifted welfare payments to the poor from the Fed Govt to the states, with disadvantage for those voters. He also suggests that another woman, Elizabeth Warren, would have done much better for the working classes and the poor; and Bernie Sanders might have obtained similarly high levels of support, eating into Trump's group of supporters. Frank R. Smith",In view failure Hillary win nothing gender failure Democratic Party look working class America Thomas Frank points Bill Clinton promised much group proceeded sign DATA disadvantaged Similarly Bill Hillary shifted welfare payments poor Fed Govt states disadvantage voters He also suggests another woman Elizabeth Warren would done much better working classes poor Bernie Sanders might obtained similarly high levels support eating Trump group supporters Frank A Smith,trust,0,0,0,0,0,0,0,1,117,0.247124713,0.001351173
source2_32803341_0,This article was a big disappointment. Thank you Ms Henein. Now women know that wasting their time reading your emotion-based opinion piece is not an option.,This article big disappointment Thank Is Henein Now women know wasting time reading emotion based opinion piece option,"c(""disgust"", ""sadness"")",0,0,1,0,0,1,0,0,27,0.323776163,-0.12382751
source2_32803341_1,"To Ms. Henein, we say that this comment (and the full reply found on our site) is our effort to not suffer foolishness quietly. In these desperate times, those with the platform and authority to opine on justice should perhaps consider not only the personal stakes of calling for retrenchment and war. Your article both chastises and laments young girls who have had their futures stolen and sold into the eternal strife of gender struggle because they didn't work 'vigorously' enough to support Hillary Clinton. Are women the victims, or are they part of the problem? You wrote that you were 'shook to your core' because the public's reaction to Ms. Clinton was the result of a specific message that had been sent to, in particular, female viewers. Which was it? Were you shook by the message or the reaction? Or the fact that the women were not able to see through the marketing? We have written an answer to your call that 'She is out there somewhere'.- SexiLeaks",To Is Henein say comment full reply found site effort suffer foolishness quietly In desperate times platform authority opine justice perhaps consider personal stakes calling retrenchment war Your article chastises laments young girls futures stolen sold eternal strife gender struggle work vigorously enough support Hillary Clinton Are women victims part problem You wrote shook core public reaction Is Clinton result specific message sent particular female viewers Which Were shook message reaction Or fact women able see marketing We written answer call She somewhere SexiLeaks,"c(""anger"", ""anticipation"", ""fear"", ""trust"")",1,1,0,1,0,0,0,1,169,0.287058167,-0.05867527
